State,District,Year,Crop,Season,Area,Production,Yield,Annual_Rainfall,Fertilizer
,,2019 - 2020,Soyabean,Kharif,171309.0,120259.0,0.7,1000,50
,,2019 - 2020,Urad,Kharif,4853.0,1719.0,0.35,1000,50
,,2019 - 2020,Wheat,Rabi,126577.0,569597.0,4.5,1000,50
,,2019 - 2020,Sesamum,Kharif,46.0,10.0,0.22,1000,50
,,2020 - 2021,Arhar/Tur,Kharif,51.0,20.0,0.39,1000,50
,,2020 - 2021,Barley,Rabi,40.0,90.0,2.25,1000,50
,,2020 - 2021,Gram,Rabi,15531.0,25471.0,1.64,1000,50
,,2020 - 2021,Groundnut,Kharif,298.0,357.0,1.2,1000,50
,,2020 - 2021,Jowar,Kharif,264.0,342.0,1.3,1000,50
,,2020 - 2021,Linseed,Rabi,49.0,33.0,0.67,1000,50
,,2020 - 2021,Maize,Kharif,5188.0,6023.0,1.16,1000,50
,,2020 - 2021,Masoor,Rabi,16400.0,19516.0,1.19,1000,50
,,2020 - 2021,Moong(Green Gram),Kharif,90.0,39.0,0.43,1000,50
,,2020 - 2021,Peas & beans (Pulses),Rabi,34.0,39.0,1.15,1000,50
,,2020 - 2021,Rapeseed &Mustard,Rabi,5332.0,9278.0,1.74,1000,50
,,2020 - 2021,Rice,Kharif,5.0,2.67,0.53,1000,50
,,2020 - 2021,Soyabean,Kharif,172726.0,92581.0,0.54,1000,50
,,2020 - 2021,Urad,Kharif,4244.0,1375.0,0.32,1000,50
,,2020 - 2021,Wheat,Rabi,104738.0,233252.0,2.23,1000,50
,,2020 - 2021,Sesamum,Kharif,108.0,74.0,0.69,1000,50
,,2021 - 2022,Arhar/Tur,Kharif,25.0,10.0,0.4,1000,50
,,2021 - 2022,Barley,Rabi,3.0,5.0,1.67,1000,50
,,2021 - 2022,Gram,Rabi,4980.0,5314.0,1.07,1000,50
,,2021 - 2022,Groundnut,Kharif,324.0,393.0,1.21,1000,50
,,2021 - 2022,Jowar,Kharif,421.0,636.0,1.51,1000,50
,,2021 - 2022,Linseed,Rabi,49.0,37.0,0.76,1000,50
,,2021 - 2022,Maize,Kharif,3738.0,6658.0,1.78,1000,50
,,2021 - 2022,Masoor,Rabi,5667.0,3174.0,0.56,1000,50
,,2021 - 2022,Moong(Green Gram),Kharif,172.0,58.0,0.34,1000,50
,,2021 - 2022,Peas & beans (Pulses),Rabi,4.0,2.0,0.5,1000,50
,,2021 - 2022,Rapeseed &Mustard,Rabi,8406.0,7204.0,0.86,1000,50
,,2021 - 2022,Soyabean,Kharif,174127.0,107088.0,0.61,1000,50
,,2021 - 2022,Urad,Kharif,2868.0,1101.0,0.38,1000,50
,,2021 - 2022,Wheat,Rabi,127140.0,322936.0,2.54,1000,50
,,2021 - 2022,Sesamum,Kharif,44.0,16.0,0.36,1000,50
,,2022 - 2023,Bajra,Kharif,1.0,1.0,1.0,1000,50
,,2022 - 2023,Gram,Rabi,7900.0,8058.0,1.02,1000,50
,,2022 - 2023,Groundnut,Kharif,133.0,177.0,1.33,1000,50
,,2022 - 2023,Jowar,Kharif,119.0,192.0,1.61,1000,50
,,2022 - 2023,Linseed,Rabi,390.0,277.0,0.71,1000,50
,,2022 - 2023,Maize,Kharif,1868.0,6126.0,3.28,1000,50
,,2022 - 2023,Masoor,Rabi,14360.0,8042.0,0.56,1000,50
,,2022 - 2023,Moong(Green Gram),Kharif,80.0,42.0,0.53,1000,50
,,2022 - 2023,Rapeseed &Mustard,Rabi,8926.0,9283.0,1.04,1000,50
,,2022 - 2023,Rice,Kharif,7.0,14.0,2.0,1000,50
,,2022 - 2023,Soyabean,Kharif,182008.0,147426.0,0.81,1000,50
,,2022 - 2023,Urad,Kharif,575.0,221.0,0.38,1000,50
,,2022 - 2023,Wheat,Rabi,124362.0,328316.0,2.64,1000,50
,,2022 - 2023,Sesamum,Kharif,28.0,13.0,0.46,1000,50
,2. Alirajpur,2008 - 2009,Arhar/Tur,Kharif,2421.0,1270.0,0.52,1000,50
,2. Alirajpur,2008 - 2009,Bajra,Kharif,16862.0,11650.0,0.69,1000,50
,2. Alirajpur,2008 - 2009,Barley,Rabi,11.0,11.0,1.0,1000,50
,2. Alirajpur,2008 - 2009,Gram,Rabi,7912.0,4415.0,0.56,1000,50
,2. Alirajpur,2008 - 2009,Groundnut,Kharif,10627.0,10717.0,1.01,1000,50
,2. Alirajpur,2008 - 2009,Jowar,Kharif,13113.0,13442.0,1.03,1000,50
,2. Alirajpur,2008 - 2009,Jowar,Rabi,1055.0,1252.0,1.19,1000,50
,2. Alirajpur,2008 - 2009,Maize,Kharif,37707.0,45428.0,1.2,1000,50
,2. Alirajpur,2008 - 2009,Peas & beans (Pulses),Rabi,17.0,9.0,0.53,1000,50
,2. Alirajpur,2008 - 2009,Rice,Kharif,7665.0,3561.0,0.46,1000,50
,2. Alirajpur,2008 - 2009,Sannhamp,Kharif,37.0,17.0,0.46,1000,50
,2. Alirajpur,2008 - 2009,Soyabean,Kharif,11244.0,8536.0,0.76,1000,50
,2. Alirajpur,2008 - 2009,Urad,Kharif,56305.0,27252.0,0.48,1000,50
,2. Alirajpur,2008 - 2009,Wheat,Rabi,14047.0,25303.0,1.8,1000,50
,2. Alirajpur,2008 - 2009,Castor seed,Kharif,482.0,202.0,0.42,1000,50
,2. Alirajpur,2008 - 2009,Cotton(lint),Kharif,5122.0,,,1000,50
,2. Alirajpur,2008 - 2009,Horse-gram,Kharif,10047.0,4340.0,0.43,1000,50
,,2009 - 2010,Jowar,Kharif,13372.0,15520.0,1.16,1000,50
,,2009 - 2010,Jowar,Rabi,1448.0,1869.0,1.29,1000,50
,,2009 - 2010,Moong(Green Gram),Kharif,1292.0,485.0,0.38,1000,50
,,2009 - 2010,Moong(Green Gram),Rabi,58.0,15.0,0.26,1000,50
,,2009 - 2010,Urad,Kharif,54620.0,27337.0,0.5,1000,50
,,2009 - 2010,Horse-gram,Kharif,9466.0,3832.0,0.4,1000,50
,,2009 - 2010,Small millets,Kharif,1892.0,459.0,0.24,1000,50
,,2010 - 2011,Arhar/Tur,Kharif,2722.0,787.0,0.29,1000,50
,,2010 - 2011,Bajra,Kharif,16271.0,11789.0,0.72,1000,50
,,2010 - 2011,Barley,Rabi,3.0,3.0,1.0,1000,50
,,2010 - 2011,Gram,Rabi,9160.0,5085.0,0.56,1000,50
,,2010 - 2011,Groundnut,Kharif,10094.0,12298.0,1.22,1000,50
,,2010 - 2011,Jowar,Kharif,13954.0,17750.0,1.27,1000,50
,,2010 - 2011,Jowar,Rabi,1290.0,1551.0,1.2,1000,50
,,2010 - 2011,Linseed,Rabi,3.0,2.0,0.67,1000,50
,,2010 - 2011,Maize,Kharif,38468.0,43669.0,1.14,1000,50
,,2010 - 2011,Moong(Green Gram),Kharif,1672.0,628.0,0.38,1000,50
,,2010 - 2011,Moong(Green Gram),Rabi,92.0,18.0,0.2,1000,50
,,2010 - 2011,Other Kharif pulses,Kharif,818.0,207.0,0.25,1000,50
,,2010 - 2011,Peas & beans (Pulses),Rabi,15.0,5.0,0.33,1000,50
,,2010 - 2011,Rice,Kharif,7122.0,5226.0,0.73,1000,50
,,2010 - 2011,Soyabean,Kharif,15590.0,12022.0,0.77,1000,50
,,2010 - 2011,Urad,Kharif,53651.0,26852.0,0.5,1000,50
,,2010 - 2011,Wheat,Rabi,15612.0,28584.0,1.83,1000,50
,,2010 - 2011,Castor seed,Kharif,542.0,235.0,0.43,1000,50
,,2010 - 2011,Cotton(lint),Kharif,5348.0,,,1000,50
,,2010 - 2011,Horse-gram,Kharif,8698.0,3698.0,0.43,1000,50
,,2010 - 2011,Small millets,Kharif,1609.0,452.0,0.28,1000,50
,,2011 - 2012,Arhar/Tur,Kharif,2677.0,1006.0,0.38,1000,50
,,2011 - 2012,Bajra,Kharif,15630.0,11110.0,0.71,1000,50
,,2011 - 2012,Barley,Kharif,10.0,12.0,1.2,1000,50
,,2011 - 2012,Gram,Rabi,8123.0,4053.0,0.5,1000,50
,,2011 - 2012,Groundnut,Kharif,10139.0,11719.0,1.16,1000,50
,,2011 - 2012,Jowar,Kharif,13694.0,14990.0,1.09,1000,50
,,2011 - 2012,Jowar,Rabi,1010.0,1323.0,1.31,1000,50
,,2011 - 2012,Maize,Kharif,38919.0,31776.0,0.82,1000,50
,,2011 - 2012,Moong(Green Gram),Kharif,1501.0,378.0,0.25,1000,50
,,2011 - 2012,Moong(Green Gram),Rabi,51.0,10.0,0.2,1000,50
,,2011 - 2012,Other Rabi pulses,Rabi,17.0,,0.0,1000,50
,,2011 - 2012,Other Kharif pulses,Kharif,1164.0,224.0,0.19,1000,50
,,2011 - 2012,Peas & beans (Pulses),Rabi,17.0,6.0,0.35,1000,50
,,2011 - 2012,Rice,Kharif,6823.0,5131.0,0.75,1000,50
,,2011 - 2012,Sannhamp,Kharif,64.0,106.0,1.66,1000,50
,,2011 - 2012,Soyabean,Kharif,15785.0,11507.0,0.73,1000,50
,,2011 - 2012,Urad,Kharif,53867.0,17847.0,0.33,1000,50
,,2011 - 2012,Wheat,Rabi,14773.0,28261.0,1.91,1000,50
,,2011 - 2012,Castor seed,Kharif,487.0,139.0,0.29,1000,50
,,2011 - 2012,Cotton(lint),Kharif,6223.0,,,1000,50
,,2011 - 2012,Horse-gram,Kharif,8326.0,2570.0,0.31,1000,50
,,2011 - 2012,Small millets,Kharif,1476.0,320.0,0.22,1000,50
,,2011 - 2012,Mesta,Kharif,27.0,,,1000,50
,,2012 - 2013,Arhar/Tur,Kharif,2481.0,1295.0,0.52,1000,50
,,2012 - 2013,Bajra,Kharif,15577.0,19716.0,1.27,1000,50
,,2012 - 2013,Barley,Kharif,48.0,48.0,1.0,1000,50
,,2012 - 2013,Gram,Rabi,8582.0,4563.0,0.53,1000,50
,,2012 - 2013,Groundnut,Kharif,8670.0,9147.0,1.06,1000,50
,,2012 - 2013,Jowar,Kharif,13471.0,17217.0,1.28,1000,50
,,2012 - 2013,Jowar,Rabi,1001.0,1901.0,1.9,1000,50
,,2012 - 2013,Maize,Kharif,39203.0,76316.0,1.95,1000,50
,,2012 - 2013,Moong(Green Gram),Kharif,1379.0,622.0,0.45,1000,50
,,2012 - 2013,Moong(Green Gram),Rabi,88.0,28.0,0.32,1000,50
,,2012 - 2013,Other Kharif pulses,Kharif,1001.0,185.0,0.18,1000,50
,,2012 - 2013,Peas & beans (Pulses),Rabi,37.0,19.0,0.51,1000,50
,,2012 - 2013,Rice,Kharif,7082.0,3857.0,0.54,1000,50
,,2012 - 2013,Sannhamp,Kharif,57.0,100.0,1.75,1000,50
,,2012 - 2013,Soyabean,Kharif,16206.0,15787.0,0.97,1000,50
,,2012 - 2013,Urad,Kharif,53353.0,30598.0,0.57,1000,50
,,2012 - 2013,Wheat,Rabi,17561.0,53421.0,3.04,1000,50
,,2012 - 2013,Castor seed,Kharif,570.0,223.0,0.39,1000,50
,,2012 - 2013,Cotton(lint),Kharif,7239.0,,,1000,50
,,2012 - 2013,Horse-gram,Kharif,8281.0,4109.0,0.5,1000,50
,,2012 - 2013,Small millets,Kharif,1376.0,442.0,0.32,1000,50
,,2012 - 2013,Mesta,Kharif,25.0,,,1000,50
,,2013 - 2014,Arhar/Tur,Kharif,2639.0,1042.0,0.39,1000,50
,,2013 - 2014,Bajra,Kharif,13619.0,18378.0,1.35,1000,50
,,2013 - 2014,Barley,Kharif,49.0,61.0,1.24,1000,50
,,2013 - 2014,Gram,Rabi,10224.0,9764.0,0.96,1000,50
,,2013 - 2014,Groundnut,Kharif,10067.0,8635.0,0.86,1000,50
,,2013 - 2014,Jowar,Kharif,13289.0,21633.0,1.63,1000,50
,,2013 - 2014,Jowar,Rabi,1212.0,1951.0,1.61,1000,50
,,2013 - 2014,Maize,Kharif,38841.0,30247.0,0.78,1000,50
,,2013 - 2014,Moong(Green Gram),Kharif,1371.0,436.0,0.32,1000,50
,,2013 - 2014,Moong(Green Gram),Rabi,292.0,140.0,0.48,1000,50
,,2013 - 2014,Other Kharif pulses,Kharif,1122.0,190.0,0.17,1000,50
,,2013 - 2014,Peas & beans (Pulses),Rabi,62.0,61.0,0.98,1000,50
,,2013 - 2014,Rice,Kharif,6947.0,4361.0,0.63,1000,50
,,2013 - 2014,Sannhamp,Kharif,66.0,134.0,2.03,1000,50
,,2013 - 2014,Soyabean,Kharif,16990.0,8793.0,0.52,1000,50
,,2013 - 2014,Urad,Kharif,53493.0,18948.0,0.35,1000,50
,,2013 - 2014,Wheat,Rabi,21006.0,54048.0,2.57,1000,50
,,2013 - 2014,Castor seed,Kharif,513.0,352.0,0.69,1000,50
,,2013 - 2014,Cotton(lint),Kharif,7870.0,,,1000,50
,,2013 - 2014,Horse-gram,Kharif,7694.0,4838.0,0.63,1000,50
,,2013 - 2014,Small millets,Kharif,1319.0,572.0,0.43,1000,50
,,2013 - 2014,Mesta,Kharif,21.0,,,1000,50
,,2014 - 2015,Arhar/Tur,Kharif,7000.0,4000.0,0.57,1000,50
,,2014 - 2015,Bajra,Kharif,11000.0,9000.0,0.82,1000,50
,,2014 - 2015,Barley,Kharif,1000.0,1000.0,1.0,1000,50
,,2014 - 2015,Gram,Rabi,10000.0,10000.0,1.0,1000,50
,,2014 - 2015,Groundnut,Kharif,9000.0,17000.0,1.89,1000,50
,,2014 - 2015,Jowar,Kharif,10000.0,10000.0,1.0,1000,50
,,2014 - 2015,Maize,Kharif,49000.0,134000.0,2.73,1000,50
,,2014 - 2015,Moong(Green Gram),Kharif,1000.0,0.0,0.0,1000,50
,,2014 - 2015,Rice,Kharif,5000.0,4670.0,0.93,1000,50
,,2014 - 2015,Soyabean,Kharif,55000.0,100000.0,1.82,1000,50
,,2014 - 2015,Urad,Kharif,49000.0,20000.0,0.41,1000,50
,,2014 - 2015,Wheat,Rabi,27000.0,80000.0,2.96,1000,50
,,2014 - 2015,Cotton(lint),Kharif,27000.0,,,1000,50
,,2015 - 2016,Arhar/Tur,Kharif,4000.0,3000.0,0.75,1000,50
,,2015 - 2016,Bajra,Kharif,14000.0,16000.0,1.14,1000,50
,,2015 - 2016,Barley,Kharif,6000.0,15000.0,2.5,1000,50
,,2015 - 2016,Gram,Rabi,10000.0,11000.0,1.1,1000,50
,,2015 - 2016,Groundnut,Kharif,11000.0,11000.0,1.0,1000,50
,,2015 - 2016,Jowar,Kharif,11000.0,22000.0,2.0,1000,50
,,2015 - 2016,Maize,Kharif,40000.0,88000.0,2.2,1000,50
,,2015 - 2016,Moong(Green Gram),Kharif,1000.0,300.0,0.3,1000,50
,,2015 - 2016,Rice,Kharif,5000.0,5330.0,1.07,1000,50
,,2015 - 2016,Soyabean,Kharif,23000.0,21000.0,0.91,1000,50
,,2015 - 2016,Urad,Kharif,58000.0,36000.0,0.62,1000,50
,,2015 - 2016,Wheat,Rabi,19000.0,75000.0,3.95,1000,50
,,2015 - 2016,Castor seed,Kharif,2000.0,1000.0,0.5,1000,50
,,2015 - 2016,Cotton(lint),Kharif,9000.0,,,1000,50
,,2015 - 2016,Horse-gram,Kharif,3000.0,1000.0,0.33,1000,50
,,2015 - 2016,Small millets,Kharif,1000.0,459.0,0.46,1000,50
,,2016 - 2017,Bajra,Kharif,17000.0,18000.0,1.06,1000,50
,,2016 - 2017,Barley,Kharif,6000.0,18000.0,3.0,1000,50
,,2016 - 2017,Gram,Rabi,12000.0,14000.0,1.17,1000,50
,,2016 - 2017,Groundnut,Kharif,15000.0,18000.0,1.2,1000,50
,,2016 - 2017,Jowar,Kharif,12000.0,17000.0,1.42,1000,50
,,2016 - 2017,Maize,Kharif,41000.0,135000.0,3.29,1000,50
,,2016 - 2017,Moong(Green Gram),Kharif,5000.0,2000.0,0.4,1000,50
,,2016 - 2017,Rice,Kharif,5000.0,5330.0,1.07,1000,50
,,2016 - 2017,Soyabean,Kharif,20000.0,26000.0,1.3,1000,50
,,2016 - 2017,Urad,Kharif,60000.0,50000.0,0.83,1000,50
,,2016 - 2017,Wheat,Rabi,22000.0,60000.0,2.73,1000,50
,,2016 - 2017,Cotton(lint),Kharif,7000.0,,,1000,50
,,2016 - 2017,Horse-gram,Kharif,3000.0,2000.0,0.67,1000,50
,,2016 - 2017,Small millets,Kharif,1000.0,1000.0,1.0,1000,50
,,2017 - 2018,Arhar/Tur,Kharif,4000.0,3910.0,0.98,1000,50
,,2017 - 2018,Bajra,Kharif,17000.0,38850.0,2.29,1000,50
,,2017 - 2018,Barley,Kharif,1500.0,2400.0,1.6,1000,50
,,2017 - 2018,Gram,Rabi,13600.0,13860.0,1.02,1000,50
,,2017 - 2018,Groundnut,Kharif,9690.0,12920.0,1.33,1000,50
,,2017 - 2018,Jowar,Kharif,8600.0,20310.0,2.36,1000,50
,,2017 - 2018,Maize,Kharif,41500.0,98310.0,2.37,1000,50
,,2017 - 2018,Moong(Green Gram),Kharif,1900.0,1210.0,0.64,1000,50
,,2017 - 2018,Rice,Kharif,5020.0,4600.0,0.92,1000,50
,,2017 - 2018,Soyabean,Kharif,16500.0,20310.0,1.23,1000,50
,,2017 - 2018,Urad,Kharif,60500.0,18690.0,0.31,1000,50
,,2017 - 2018,Wheat,Rabi,26000.0,61280.0,2.36,1000,50
,,2017 - 2018,Castor seed,Kharif,3290.0,1810.0,0.55,1000,50
,,2017 - 2018,Cotton(lint),Kharif,9000.0,,,1000,50
,,2017 - 2018,Horse-gram,Kharif,5380.0,2440.0,0.45,1000,50
,,2017 - 2018,Small millets,Kharif,20.0,20.0,1.0,1000,50
,,2018 - 2019,Arhar/Tur,Kharif,1160.0,614.0,0.53,1000,50
,,2018 - 2019,Bajra,Kharif,8785.0,11122.0,1.27,1000,50
,,2018 - 2019,Gram,Rabi,9610.0,12628.0,1.31,1000,50
,,2018 - 2019,Groundnut,Kharif,10293.0,17786.0,1.73,1000,50
,,2018 - 2019,Jowar,Kharif,3004.0,5326.0,1.77,1000,50
,,2018 - 2019,Maize,Kharif,19064.0,40595.0,2.13,1000,50
,,2018 - 2019,Moong(Green Gram),Kharif,1332.0,733.0,0.55,1000,50
,,2018 - 2019,Peas & beans (Pulses),Rabi,41.0,36.0,0.88,1000,50
,,2018 - 2019,Rapeseed &Mustard,Rabi,1.0,1.0,1.0,1000,50
,,2018 - 2019,Rice,Kharif,4443.0,4381.33,0.99,1000,50
,,2018 - 2019,Soyabean,Kharif,22217.0,16529.0,0.74,1000,50
,,2018 - 2019,Urad,Kharif,41292.0,14287.0,0.35,1000,50
,,2018 - 2019,Wheat,Rabi,21868.0,50437.0,2.31,1000,50
,,2018 - 2019,Castor seed,Kharif,3.0,1.0,0.33,1000,50
,,2018 - 2019,Jute,Kharif,7.0,,,1000,50
,,2018 - 2019,Cotton(lint),Kharif,11171.0,,,1000,50
,,2018 - 2019,Horse-gram,Kharif,973.0,442.0,0.45,1000,50
,,2018 - 2019,Small millets,Kharif,8.0,5.0,0.63,1000,50
,,2018 - 2019,Mesta,Kharif,1.0,,,1000,50
,,2019 - 2020,Arhar/Tur,Kharif,2732.0,2970.0,1.09,1000,50
,,2019 - 2020,Bajra,Kharif,8537.0,8709.0,1.02,1000,50
,,2019 - 2020,Gram,Rabi,15191.0,24989.0,1.64,1000,50
,,2019 - 2020,Groundnut,Kharif,12072.0,14138.0,1.17,1000,50
,,2019 - 2020,Jowar,Kharif,6213.0,4815.0,0.77,1000,50
,,2019 - 2020,Maize,Kharif,26705.0,31592.0,1.18,1000,50
,,2019 - 2020,Moong(Green Gram),Kharif,1762.0,689.0,0.39,1000,50
,,2019 - 2020,Peas & beans (Pulses),Rabi,16.0,14.0,0.88,1000,50
,,2019 - 2020,Rapeseed &Mustard,Rabi,21.0,15.0,0.71,1000,50
,,2019 - 2020,Rice,Kharif,4646.0,5502.0,1.18,1000,50
,,2019 - 2020,Soyabean,Kharif,38641.0,17929.0,0.46,1000,50
,,2019 - 2020,Urad,Kharif,46947.0,21884.0,0.47,1000,50
,,2019 - 2020,Wheat,Rabi,36888.0,84879.0,2.3,1000,50
,,2019 - 2020,Sesamum,Kharif,29.0,18.0,0.62,1000,50
,,2019 - 2020,Cotton(lint),Kharif,20379.0,,,1000,50
,,2019 - 2020,Small millets,Kharif,26.0,14.0,0.54,1000,50
,,2019 - 2020,Mesta,Kharif,6.0,,,1000,50
,,2020 - 2021,Arhar/Tur,Kharif,2793.0,2877.0,1.03,1000,50
,,2020 - 2021,Bajra,Kharif,7603.0,3178.0,0.42,1000,50
,,2020 - 2021,Gram,Rabi,14908.0,16577.0,1.11,1000,50
,,2020 - 2021,Groundnut,Kharif,11340.0,24426.0,2.15,1000,50
,,2020 - 2021,Jowar,Kharif,4895.0,6510.0,1.33,1000,50
,,2020 - 2021,Maize,Kharif,25282.0,40300.0,1.59,1000,50
,,2020 - 2021,Moong(Green Gram),Kharif,1390.0,208.0,0.15,1000,50
,,2020 - 2021,Peas & beans (Pulses),Rabi,2.0,1.0,0.5,1000,50
,,2020 - 2021,Rice,Kharif,4354.0,5156.0,1.18,1000,50
,,2020 - 2021,Soyabean,Kharif,42270.0,19613.0,0.46,1000,50
,,2020 - 2021,Urad,Kharif,50737.0,9133.0,0.18,1000,50
,,2020 - 2021,Wheat,Rabi,41323.0,113184.0,2.74,1000,50
,,2020 - 2021,Sesamum,Kharif,17.0,11.0,0.65,1000,50
,,2020 - 2021,Cotton(lint),Kharif,17143.0,,,1000,50
,,2021 - 2022,Arhar/Tur,Kharif,2715.0,1271.0,0.47,1000,50
,,2021 - 2022,Bajra,Kharif,8010.0,5831.0,0.73,1000,50
,,2021 - 2022,Gram,Rabi,19345.0,24529.0,1.27,1000,50
,,2021 - 2022,Groundnut,Kharif,15822.0,24366.0,1.54,1000,50
,,2021 - 2022,Jowar,Kharif,3600.0,5076.0,1.41,1000,50
,,2021 - 2022,Maize,Kharif,32516.0,69552.0,2.14,1000,50
,,2021 - 2022,Moong(Green Gram),Kharif,996.0,376.0,0.38,1000,50
,,2021 - 2022,Peas & beans (Pulses),Rabi,1.0,1.0,1.0,1000,50
,,2021 - 2022,Rice,Kharif,4534.0,5686.0,1.25,1000,50
,,2021 - 2022,Soyabean,Kharif,43511.0,27412.0,0.63,1000,50
,,2021 - 2022,Urad,Kharif,37126.0,18934.0,0.51,1000,50
,,2021 - 2022,Wheat,Rabi,37799.0,107954.0,2.86,1000,50
,,2021 - 2022,Sesamum,Kharif,4.0,0.0,0.0,1000,50
,,2021 - 2022,Cotton(lint),Kharif,18839.0,,,1000,50
,,2021 - 2022,Small millets,Kharif,59.0,27.0,0.46,1000,50
,,2022 - 2023,Arhar/Tur,Kharif,2438.0,1702.0,0.7,1000,50
,,2022 - 2023,Bajra,Kharif,6644.0,7673.0,1.15,1000,50
,,2022 - 2023,Gram,Rabi,18760.0,14614.0,0.78,1000,50
,,2022 - 2023,Groundnut,Kharif,13262.0,26259.0,1.98,1000,50
,,2022 - 2023,Jowar,Kharif,3034.0,4279.0,1.41,1000,50
,,2022 - 2023,Maize,Kharif,29403.0,84622.0,2.88,1000,50
,,2022 - 2023,Moong(Green Gram),Kharif,1490.0,621.0,0.42,1000,50
,,2022 - 2023,Rapeseed &Mustard,Rabi,520.0,405.0,0.78,1000,50
,,2022 - 2023,Rice,Kharif,4985.0,9876.0,1.98,1000,50
,,2022 - 2023,Soyabean,Kharif,53644.0,40501.0,0.75,1000,50
,,2022 - 2023,Urad,Kharif,29046.0,14813.0,0.51,1000,50
,,2022 - 2023,Wheat,Rabi,32899.0,93960.0,2.86,1000,50
,,2022 - 2023,Sesamum,Kharif,25.0,10.0,0.4,1000,50
,,2022 - 2023,Cotton(lint),Kharif,22403.0,,,1000,50
,,2022 - 2023,Small millets,Kharif,146.0,91.0,0.62,1000,50
,3. Anuppur,2003 - 2004,Arhar/Tur,Kharif,3722.0,1895.0,0.51,1000,50
,3. Anuppur,2003 - 2004,Bajra,Kharif,1.0,2.0,2.0,1000,50
,3. Anuppur,2003 - 2004,Barley,Rabi,57.0,35.0,0.61,1000,50
,3. Anuppur,2003 - 2004,Gram,Rabi,3644.0,1963.0,0.54,1000,50
,3. Anuppur,2003 - 2004,Groundnut,Kharif,517.0,370.0,0.72,1000,50
,3. Anuppur,2003 - 2004,Jowar,Kharif,384.0,354.0,0.92,1000,50
,3. Anuppur,2003 - 2004,Linseed,Rabi,3946.0,1125.0,0.29,1000,50
,3. Anuppur,2003 - 2004,Maize,Kharif,12105.0,15439.0,1.28,1000,50
,3. Anuppur,2003 - 2004,Other Rabi pulses,Rabi,8168.0,3367.0,0.41,1000,50
,3. Anuppur,2003 - 2004,Other Kharif pulses,Kharif,2920.0,819.0,0.28,1000,50
,3. Anuppur,2003 - 2004,Rapeseed &Mustard,Rabi,9012.0,2741.0,0.3,1000,50
,3. Anuppur,2003 - 2004,Rice,Kharif,98997.0,63427.0,0.64,1000,50
,3. Anuppur,2003 - 2004,Soyabean,Kharif,1409.0,709.0,0.5,1000,50
,3. Anuppur,2003 - 2004,Urad,Kharif,2787.0,766.0,0.27,1000,50
,3. Anuppur,2003 - 2004,Urad,Rabi,2.0,1.0,0.5,1000,50
,3. Anuppur,2003 - 2004,Wheat,Rabi,14438.0,10222.0,0.71,1000,50
,3. Anuppur,2003 - 2004,Niger seed,Kharif,11624.0,3312.0,0.28,1000,50
,3. Anuppur,2003 - 2004,Sesamum,Kharif,1299.0,300.0,0.23,1000,50
,3. Anuppur,2003 - 2004,Horse-gram,Kharif,125.0,28.0,0.22,1000,50
,3. Anuppur,2003 - 2004,Small millets,Kharif,19757.0,6865.0,0.35,1000,50
,3. Anuppur,2003 - 2004,Ginger,Kharif,112.0,148.0,1.32,1000,50
,3. Anuppur,2003 - 2004,other misc. pulses,Kharif,15.0,0.01,0.0,1000,50
,,2004 - 2005,Arhar/Tur,Kharif,3533.0,1777.0,0.5,1000,50
,,2004 - 2005,Barley,Rabi,65.0,36.0,0.55,1000,50
,,2004 - 2005,Gram,Rabi,3490.0,1714.0,0.49,1000,50
,,2004 - 2005,Groundnut,Kharif,518.0,430.0,0.83,1000,50
,,2004 - 2005,Jowar,Kharif,292.0,254.0,0.87,1000,50
,,2004 - 2005,Linseed,Rabi,3909.0,1126.0,0.29,1000,50
,,2004 - 2005,Maize,Kharif,12232.0,12442.0,1.02,1000,50
,,2004 - 2005,Masoor,Rabi,7444.0,1148.0,0.15,1000,50
,,2004 - 2005,Rapeseed &Mustard,Rabi,9136.0,2821.0,0.31,1000,50
,,2004 - 2005,Rice,Kharif,101146.0,48614.0,0.48,1000,50
,,2004 - 2005,Soyabean,Kharif,1204.0,544.0,0.45,1000,50
,,2004 - 2005,Urad,Kharif,2919.0,1123.0,0.38,1000,50
,,2004 - 2005,Wheat,Rabi,13626.0,8967.0,0.66,1000,50
,,2004 - 2005,Niger seed,Kharif,11630.0,3374.0,0.29,1000,50
,,2004 - 2005,Sesamum,Kharif,1175.0,296.0,0.25,1000,50
,,2004 - 2005,Horse-gram,Kharif,96.0,26.0,0.27,1000,50
,,2004 - 2005,Small millets,Kharif,18885.0,5902.0,0.31,1000,50
,,2004 - 2005,Ginger,Kharif,129.0,176.0,1.36,1000,50
,,2005 - 2006,Arhar/Tur,Kharif,3844.0,1578.0,0.41,1000,50
,,2005 - 2006,Barley,Rabi,61.0,42.0,0.69,1000,50
,,2005 - 2006,Gram,Rabi,3463.0,1473.0,0.43,1000,50
,,2005 - 2006,Groundnut,Kharif,492.0,340.0,0.69,1000,50
,,2005 - 2006,Jowar,Kharif,274.0,218.0,0.8,1000,50
,,2005 - 2006,Linseed,Rabi,4108.0,1074.0,0.26,1000,50
,,2005 - 2006,Maize,Kharif,12186.0,12459.0,1.02,1000,50
,,2005 - 2006,Masoor,Rabi,7819.0,3203.0,0.41,1000,50
,,2005 - 2006,Moong(Green Gram),Kharif,4.0,1.0,0.25,1000,50
